"datefloor(@timestamp - 21600000, 1h) + 21600000",total_events
2024-01-24 17:00:00.000,164
2024-01-24 16:00:00.000,127
2024-01-24 15:00:00.000,113
2024-01-24 14:00:00.000,42
2024-01-24 13:00:00.000,12
2024-01-24 12:00:00.000,6
2024-01-24 11:00:00.000,2
2024-01-24 07:00:00.000,3
2024-01-24 06:00:00.000,5
2024-01-24 05:00:00.000,27
2024-01-24 04:00:00.000,55
2024-01-24 03:00:00.000,75
2024-01-24 02:00:00.000,60
2024-01-24 01:00:00.000,50
2024-01-24 00:00:00.000,88
2024-01-23 23:00:00.000,128
2024-01-23 22:00:00.000,97
2024-01-23 21:00:00.000,95
2024-01-23 20:00:00.000,89
2024-01-23 19:00:00.000,169
2024-01-23 18:00:00.000,195
2024-01-23 17:00:00.000,176
2024-01-23 16:00:00.000,138
2024-01-23 15:00:00.000,128
2024-01-23 14:00:00.000,43
2024-01-23 13:00:00.000,10
2024-01-23 12:00:00.000,2
2024-01-23 10:00:00.000,1
2024-01-23 09:00:00.000,1
2024-01-23 06:00:00.000,2
2024-01-23 05:00:00.000,17
2024-01-23 04:00:00.000,28
2024-01-23 03:00:00.000,44
2024-01-23 02:00:00.000,62
2024-01-23 01:00:00.000,65
2024-01-23 00:00:00.000,77
2024-01-22 23:00:00.000,86
2024-01-22 22:00:00.000,78
2024-01-22 21:00:00.000,103
2024-01-22 20:00:00.000,119
2024-01-22 19:00:00.000,181
2024-01-22 18:00:00.000,141
2024-01-22 17:00:00.000,168
2024-01-22 16:00:00.000,88
2024-01-22 15:00:00.000,56
2024-01-22 14:00:00.000,26
2024-01-22 13:00:00.000,2
2024-01-22 07:00:00.000,1
2024-01-22 06:00:00.000,2
2024-01-22 05:00:00.000,2
2024-01-22 04:00:00.000,16
2024-01-22 03:00:00.000,11
2024-01-22 02:00:00.000,26
2024-01-22 01:00:00.000,10
2024-01-22 00:00:00.000,31
2024-01-21 23:00:00.000,17
2024-01-21 22:00:00.000,23
2024-01-21 21:00:00.000,17
2024-01-21 20:00:00.000,32
2024-01-21 19:00:00.000,28
2024-01-21 18:00:00.000,19
2024-01-21 17:00:00.000,21
2024-01-21 16:00:00.000,14
2024-01-21 15:00:00.000,6
2024-01-21 14:00:00.000,2
2024-01-21 13:00:00.000,1
2024-01-21 06:00:00.000,3
2024-01-21 05:00:00.000,11
2024-01-21 04:00:00.000,14
2024-01-21 03:00:00.000,6
2024-01-21 02:00:00.000,17
2024-01-21 01:00:00.000,13
2024-01-21 00:00:00.000,13
2024-01-20 23:00:00.000,27
2024-01-20 22:00:00.000,28
2024-01-20 21:00:00.000,29
2024-01-20 20:00:00.000,41
2024-01-20 19:00:00.000,43
2024-01-20 18:00:00.000,62
2024-01-20 17:00:00.000,61
2024-01-20 16:00:00.000,43
2024-01-20 15:00:00.000,14
2024-01-20 14:00:00.000,10
2024-01-20 13:00:00.000,5
2024-01-20 12:00:00.000,2
2024-01-20 11:00:00.000,1
2024-01-20 08:00:00.000,1
2024-01-20 07:00:00.000,2
2024-01-20 06:00:00.000,3
2024-01-20 05:00:00.000,11
2024-01-20 04:00:00.000,16
2024-01-20 03:00:00.000,31
2024-01-20 02:00:00.000,48
2024-01-20 01:00:00.000,51
2024-01-20 00:00:00.000,48
2024-01-19 23:00:00.000,57
2024-01-19 22:00:00.000,67
2024-01-19 21:00:00.000,59
2024-01-19 20:00:00.000,96
2024-01-19 19:00:00.000,122
2024-01-19 18:00:00.000,103
2024-01-19 17:00:00.000,188
2024-01-19 16:00:00.000,105
2024-01-19 15:00:00.000,14
2024-01-19 14:00:00.000,2
2024-01-19 13:00:00.000,5
2024-01-19 07:00:00.000,1
2024-01-19 06:00:00.000,3
2024-01-19 05:00:00.000,14
2024-01-19 04:00:00.000,25
2024-01-19 03:00:00.000,35
2024-01-19 02:00:00.000,46
2024-01-19 01:00:00.000,55
2024-01-19 00:00:00.000,54
2024-01-18 23:00:00.000,70
2024-01-18 22:00:00.000,67
2024-01-18 21:00:00.000,111
2024-01-18 20:00:00.000,126
2024-01-18 19:00:00.000,131
2024-01-18 18:00:00.000,121
2024-01-18 17:00:00.000,144
2024-01-18 16:00:00.000,126
2024-01-18 15:00:00.000,94
2024-01-18 14:00:00.000,33
2024-01-18 13:00:00.000,24
2024-01-18 12:00:00.000,2
2024-01-18 11:00:00.000,1
2024-01-18 08:00:00.000,1
2024-01-18 07:00:00.000,1
2024-01-18 06:00:00.000,10
2024-01-18 05:00:00.000,18
2024-01-18 04:00:00.000,32
2024-01-18 03:00:00.000,36
2024-01-18 02:00:00.000,54
2024-01-18 01:00:00.000,96
2024-01-18 00:00:00.000,129
2024-01-17 23:00:00.000,166
2024-01-17 22:00:00.000,247
2024-01-17 21:00:00.000,294
2024-01-17 20:00:00.000,274
2024-01-17 19:00:00.000,303
2024-01-17 18:00:00.000,310
2024-01-17 17:00:00.000,237
2024-01-17 16:00:00.000,204
2024-01-17 15:00:00.000,126
2024-01-17 14:00:00.000,37
2024-01-17 13:00:00.000,5
2024-01-17 12:00:00.000,2
2024-01-17 07:00:00.000,5
2024-01-17 06:00:00.000,8
2024-01-17 05:00:00.000,22
2024-01-17 04:00:00.000,20
2024-01-17 03:00:00.000,41
2024-01-17 02:00:00.000,59
2024-01-17 01:00:00.000,63
2024-01-17 00:00:00.000,52
2024-01-16 23:00:00.000,83
2024-01-16 22:00:00.000,151
2024-01-16 21:00:00.000,188
2024-01-16 20:00:00.000,172
2024-01-16 19:00:00.000,214
2024-01-16 18:00:00.000,250
2024-01-16 17:00:00.000,184
2024-01-16 16:00:00.000,172
2024-01-16 15:00:00.000,132
2024-01-16 14:00:00.000,42
2024-01-16 13:00:00.000,6
2024-01-16 11:00:00.000,2
2024-01-16 10:00:00.000,1
2024-01-16 09:00:00.000,1
2024-01-16 08:00:00.000,2
2024-01-16 07:00:00.000,4
2024-01-16 06:00:00.000,6
2024-01-16 05:00:00.000,19
2024-01-16 04:00:00.000,30
2024-01-16 03:00:00.000,52
2024-01-16 02:00:00.000,64
2024-01-16 01:00:00.000,74
2024-01-16 00:00:00.000,78
2024-01-15 23:00:00.000,96
2024-01-15 22:00:00.000,110
2024-01-15 21:00:00.000,143
2024-01-15 20:00:00.000,171
2024-01-15 19:00:00.000,149
2024-01-15 18:00:00.000,190
2024-01-15 17:00:00.000,153
2024-01-15 16:00:00.000,155
2024-01-15 15:00:00.000,78
2024-01-15 14:00:00.000,33
2024-01-15 13:00:00.000,5
2024-01-15 10:00:00.000,2
2024-01-15 08:00:00.000,4
2024-01-15 07:00:00.000,6
2024-01-15 06:00:00.000,6
2024-01-15 05:00:00.000,15
2024-01-15 04:00:00.000,33
2024-01-15 03:00:00.000,16
2024-01-15 02:00:00.000,46
2024-01-15 01:00:00.000,23
2024-01-15 00:00:00.000,28
2024-01-14 23:00:00.000,39
2024-01-14 22:00:00.000,23
2024-01-14 21:00:00.000,28
2024-01-14 20:00:00.000,34
2024-01-14 19:00:00.000,34
2024-01-14 18:00:00.000,25
2024-01-14 17:00:00.000,24
2024-01-14 16:00:00.000,16
2024-01-14 15:00:00.000,4
2024-01-14 14:00:00.000,1
2024-01-14 13:00:00.000,1
2024-01-14 12:00:00.000,1
2024-01-14 10:00:00.000,1
2024-01-14 08:00:00.000,2
2024-01-14 07:00:00.000,3
2024-01-14 06:00:00.000,5
2024-01-14 05:00:00.000,14
2024-01-14 04:00:00.000,21
2024-01-14 03:00:00.000,27
2024-01-14 02:00:00.000,26
2024-01-14 01:00:00.000,17
2024-01-14 00:00:00.000,19
2024-01-13 23:00:00.000,21
2024-01-13 22:00:00.000,37
2024-01-13 21:00:00.000,31
2024-01-13 20:00:00.000,25
2024-01-13 19:00:00.000,53
2024-01-13 18:00:00.000,78
2024-01-13 17:00:00.000,57
2024-01-13 16:00:00.000,42
2024-01-13 15:00:00.000,35
2024-01-13 14:00:00.000,11
2024-01-13 13:00:00.000,1
2024-01-13 11:00:00.000,1
2024-01-13 08:00:00.000,4
2024-01-13 07:00:00.000,7
2024-01-13 06:00:00.000,8
2024-01-13 05:00:00.000,18
2024-01-13 04:00:00.000,20
2024-01-13 03:00:00.000,25
2024-01-13 02:00:00.000,28
2024-01-13 01:00:00.000,94
2024-01-13 00:00:00.000,87
2024-01-12 23:00:00.000,68
2024-01-12 22:00:00.000,82
2024-01-12 21:00:00.000,68
2024-01-12 20:00:00.000,145
2024-01-12 19:00:00.000,137
2024-01-12 18:00:00.000,112
2024-01-12 17:00:00.000,143
2024-01-12 16:00:00.000,92
2024-01-12 15:00:00.000,13
2024-01-12 07:00:00.000,1
2024-01-12 05:00:00.000,48
2024-01-12 04:00:00.000,87
2024-01-12 03:00:00.000,51
2024-01-12 02:00:00.000,53
2024-01-12 01:00:00.000,49
2024-01-12 00:00:00.000,73
2024-01-11 23:00:00.000,74
2024-01-11 22:00:00.000,76
2024-01-11 21:00:00.000,79
2024-01-11 20:00:00.000,85
2024-01-11 19:00:00.000,126
2024-01-11 18:00:00.000,136
2024-01-11 17:00:00.000,130
2024-01-11 16:00:00.000,87
2024-01-11 15:00:00.000,80
2024-01-11 14:00:00.000,31
2024-01-11 07:00:00.000,1
2024-01-11 06:00:00.000,3
2024-01-11 05:00:00.000,9
2024-01-11 04:00:00.000,22
2024-01-11 03:00:00.000,28
2024-01-11 02:00:00.000,47
2024-01-11 01:00:00.000,54
2024-01-11 00:00:00.000,47
2024-01-10 23:00:00.000,61
2024-01-10 22:00:00.000,70
2024-01-10 21:00:00.000,82
2024-01-10 20:00:00.000,77
2024-01-10 19:00:00.000,94
2024-01-10 18:00:00.000,107
2024-01-10 17:00:00.000,110
2024-01-10 16:00:00.000,110
2024-01-10 15:00:00.000,75
2024-01-10 14:00:00.000,38
2024-01-10 08:00:00.000,2
2024-01-10 06:00:00.000,11
2024-01-10 05:00:00.000,4
2024-01-10 04:00:00.000,23
2024-01-10 03:00:00.000,34
2024-01-10 02:00:00.000,56
2024-01-10 01:00:00.000,81
2024-01-10 00:00:00.000,67
2024-01-09 23:00:00.000,69
2024-01-09 22:00:00.000,95
2024-01-09 21:00:00.000,108
2024-01-09 20:00:00.000,143
2024-01-09 19:00:00.000,130
2024-01-09 18:00:00.000,178
2024-01-09 17:00:00.000,133
2024-01-09 16:00:00.000,119
2024-01-09 15:00:00.000,94
2024-01-09 14:00:00.000,6
2024-01-09 06:00:00.000,2
2024-01-09 05:00:00.000,10
2024-01-09 04:00:00.000,22
2024-01-09 03:00:00.000,39
2024-01-09 02:00:00.000,56
2024-01-09 01:00:00.000,57
2024-01-09 00:00:00.000,53
2024-01-08 23:00:00.000,82
2024-01-08 22:00:00.000,129
2024-01-08 21:00:00.000,85
2024-01-08 20:00:00.000,100
2024-01-08 19:00:00.000,141
2024-01-08 18:00:00.000,125
2024-01-08 17:00:00.000,140
2024-01-08 16:00:00.000,124
2024-01-08 15:00:00.000,91
2024-01-08 14:00:00.000,33
2024-01-08 13:00:00.000,6
2024-01-08 10:00:00.000,1
2024-01-08 09:00:00.000,1
2024-01-08 07:00:00.000,1
2024-01-08 06:00:00.000,2
2024-01-08 05:00:00.000,3
2024-01-08 04:00:00.000,6
2024-01-08 03:00:00.000,34
2024-01-08 02:00:00.000,31
2024-01-08 01:00:00.000,36
2024-01-08 00:00:00.000,26
2024-01-07 23:00:00.000,21
2024-01-07 22:00:00.000,18
2024-01-07 21:00:00.000,49
2024-01-07 20:00:00.000,37
2024-01-07 19:00:00.000,32
2024-01-07 18:00:00.000,25
2024-01-07 17:00:00.000,34
2024-01-07 16:00:00.000,20
2024-01-07 15:00:00.000,8
2024-01-07 14:00:00.000,6
2024-01-07 07:00:00.000,2
2024-01-07 06:00:00.000,7
2024-01-07 05:00:00.000,4
2024-01-07 04:00:00.000,22
2024-01-07 03:00:00.000,17
2024-01-07 02:00:00.000,17
2024-01-07 01:00:00.000,19
2024-01-07 00:00:00.000,45
2024-01-06 23:00:00.000,39
2024-01-06 22:00:00.000,27
2024-01-06 21:00:00.000,45
2024-01-06 20:00:00.000,57
2024-01-06 19:00:00.000,75
2024-01-06 18:00:00.000,71
2024-01-06 17:00:00.000,48
2024-01-06 16:00:00.000,44
2024-01-06 15:00:00.000,24
2024-01-06 14:00:00.000,12
2024-01-06 13:00:00.000,2
2024-01-06 12:00:00.000,1
2024-01-06 11:00:00.000,1
2024-01-06 10:00:00.000,1
2024-01-06 08:00:00.000,2
2024-01-06 07:00:00.000,2
2024-01-06 06:00:00.000,2
2024-01-06 05:00:00.000,18
2024-01-06 04:00:00.000,30
2024-01-06 03:00:00.000,25
2024-01-06 02:00:00.000,30
2024-01-06 01:00:00.000,31
2024-01-06 00:00:00.000,53
2024-01-05 23:00:00.000,89
2024-01-05 22:00:00.000,103
2024-01-05 21:00:00.000,122
2024-01-05 20:00:00.000,110
2024-01-05 19:00:00.000,146
2024-01-05 18:00:00.000,120
2024-01-05 17:00:00.000,104
2024-01-05 16:00:00.000,103
2024-01-05 15:00:00.000,104
2024-01-05 14:00:00.000,45
2024-01-05 13:00:00.000,14
2024-01-05 12:00:00.000,4
2024-01-05 08:00:00.000,1
2024-01-05 07:00:00.000,1
2024-01-05 06:00:00.000,6
2024-01-05 05:00:00.000,15
2024-01-05 04:00:00.000,33
2024-01-05 03:00:00.000,51
2024-01-05 02:00:00.000,28
2024-01-05 01:00:00.000,4
2024-01-05 00:00:00.000,1
2024-01-04 21:00:00.000,19
2024-01-04 20:00:00.000,95
2024-01-04 19:00:00.000,97
2024-01-04 18:00:00.000,113
2024-01-04 17:00:00.000,82
2024-01-04 16:00:00.000,70
2024-01-04 15:00:00.000,43
2024-01-04 14:00:00.000,44
2024-01-04 13:00:00.000,18
2024-01-04 08:00:00.000,1
2024-01-04 07:00:00.000,5
2024-01-04 06:00:00.000,27
2024-01-04 05:00:00.000,34
2024-01-04 04:00:00.000,51
2024-01-04 03:00:00.000,80
2024-01-04 02:00:00.000,66
2024-01-04 01:00:00.000,43
2024-01-04 00:00:00.000,46
2024-01-03 23:00:00.000,69
2024-01-03 22:00:00.000,97
2024-01-03 21:00:00.000,91
2024-01-03 20:00:00.000,110
2024-01-03 19:00:00.000,90
2024-01-03 18:00:00.000,111
2024-01-03 17:00:00.000,123
2024-01-03 16:00:00.000,59
2024-01-03 08:00:00.000,2
2024-01-03 07:00:00.000,2
2024-01-03 06:00:00.000,9
2024-01-03 05:00:00.000,14
2024-01-03 04:00:00.000,25
2024-01-03 03:00:00.000,51
2024-01-03 02:00:00.000,37
2024-01-03 01:00:00.000,37
2024-01-03 00:00:00.000,50
2024-01-02 23:00:00.000,62
2024-01-02 22:00:00.000,74
2024-01-02 21:00:00.000,72
2024-01-02 20:00:00.000,48
2024-01-02 19:00:00.000,49
2024-01-02 18:00:00.000,78
2024-01-02 17:00:00.000,58
2024-01-02 16:00:00.000,55
2024-01-02 15:00:00.000,12
2024-01-02 14:00:00.000,2
2024-01-02 02:00:00.000,8
